"NMSPC_CD","PARM_DTL_TYP_CD","PARM_NM","OBJ_ID","VER_NBR","PARM_TYP_CD","TXT","PARM_DESC_TXT","CONS_CD","APPL_NMSPC_CD"
"KC-IP","Document","InstitutionalProposalUnitAdministratorHelpUrl","AA3F29ECA78177DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/unitcontacts.htm","Institutional Proposal Unit Administrator Help","A","KC"
"KC-IP","Document","IntellectualPropertyReviewActivityHelpUrl","AA3F29ECA78277DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/activities.htm","Institutional Proposal Intellectual Property Reivew Activity Help","A","KC"
"KC-IP","Document","PROPOSAL_LOG_MERGED_STATUS_CODE","AA3F29ECA78377DAE040DC0A1F8A01CC","1","CONFG","2","Code corresponding to Proposal Log status code Merged","A","KC"
"KC-IP","Document","PROPOSAL_LOG_PENDING_STATUS_CODE","AA3F29ECA78477DAE040DC0A1F8A01CC","1","CONFG","1","Code corresponding to Proposal Log status code Pending","A","KC"
"KC-IP","Document","PROPOSAL_LOG_PERMANENT_TYPE_CODE","AA3F29ECA78577DAE040DC0A1F8A01CC","1","CONFG","1","Code corresponding to Proposal Log type code Permanent","A","KC"
"KC-IP","Document","PROPOSAL_LOG_SUBMITTED_STATUS_CODE","AA3F29ECA78677DAE040DC0A1F8A01CC","1","CONFG","3","Code corresponding to Proposal Log status code Submitted","A","KC"
"KC-IP","Document","PROPOSAL_LOG_TEMPORARY_STATUS_CODE","AA3F29ECA78777DAE040DC0A1F8A01CC","1","CONFG","5","Code corresponding to Proposal Log status code Temporary","A","KC"
"KC-IP","Document","PROPOSAL_LOG_TEMPORARY_TYPE_CODE","AA3F29ECA78877DAE040DC0A1F8A01CC","1","CONFG","2","Code corresponding to Proposal Log type code Temporary","A","KC"
"KC-IP","Document","PROPOSAL_LOG_VOID_STATUS_CODE","AA3F29ECA78977DAE040DC0A1F8A01CC","1","CONFG","4","Code corresponding to Proposal Log status code Void","A","KC"
"KC-IP","Document","institutionalproposal.creditsplit.enabled","AA3F29ECA78A77DAE040DC0A1F8A01CC","1","CONFG","Y","Determines whether the Credit Split is turned on for Institutional Proposal","A","KC"
"KC-IP","Document","ipDistCostSharingHelp","AAE016CCF8C85107E040DC0A1F8A7C64","1","HELP","default.htm?turl=Documents/costsharing1.htm","Cost Sharing Help","A","KC"
"KC-IP","Document","ipDistUnrecoveredFandAHelp","AAE016CCF8C95107E040DC0A1F8A7C64","1","HELP","default.htm?turl=Documents/unrecoveredfa1.htm","Unrecovered F and A Help","A","KC"
"KC-IP","Document","ipNotesAttachmentsHelp","AAE016CCF8C75107E040DC0A1F8A7C64","1","HELP","default.htm?turl=Documents/notesandattachments1.htm","Notes and Attachments Help","A","KC"
"KC-IP","Document","proposalcommenttype.generalcomment","AA3F29ECA78B77DAE040DC0A1F8A01CC","1","CONFG","16","Code for General Proposal Comment Type","A","KC"
"KC-IP","Document","proposalcommenttype.reviewercomment","AA3F29ECA78C77DAE040DC0A1F8A01CC","1","CONFG","17","Code for IP Reviewer Proposal Comment Type","A","KC"
"KC-IP","Document","validFundingProposalStatusCodes","AA3F29ECA78D77DAE040DC0A1F8A01CC","1","CONFG","1,2,6","comma delimited list of valid codes for proposal status on the institutional proposal tab","A","KC"
"KC-M","Document","abstractTypeMaintenanceHelp","AA3F29ECA78E77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/abstracttype.htm","Abstract Type Maintenance Document Help","A","KC"
"KC-M","Document","activityTypeMaintenanceHelp","AA3F29ECA78F77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/activitytype.htm","Activity Type Maintenance Document Help","A","KC"
"KC-M","Document","budgetCategoryMaintenanceHelp","AA3F29ECA79077DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetcategories.htm","Budget Category Maintenance Document Help","A","KC"
"KC-M","Document","budgetCategoryMapMaintenanceHelp","AA3F29ECA79177DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetcategorymaps.htm","Budget Category Mapping Maintenance Document Help","A","KC"
"KC-M","Document","budgetCategoryMappingMaintenanceHelp","AA3F29ECA79277DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetcategorymapping.htm","Budget Category Mapping Maintenance Document Help","A","KC"
"KC-M","Document","budgetCategoryTypeMaintenanceHelp","AA3F29ECA79377DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetcategorytype.htm","Budget Category Type Maintenance Document Help","A","KC"
"KC-M","Document","budgetStatusMaintenanceHelp","AA3F29ECA79477DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetstatus.htm","Budget Status Maintenance Document Help","A","KC"
"KC-M","Document","costElementMaintenanceHelp","AA3F29ECA79577DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/costelement.htm","Cost Element Maintenance Document Help","A","KC"
"KC-M","Document","customAttributeDocumentMaintenanceHelp","AA3F29ECA79677DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/customattribute.htm","Custom Attribute Document Maintenance Document Help","A","KC"
"KC-M","Document","customAttributeMaintenanceHelp","AA3F29ECA79777DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/customattributedocument.htm","Custom Attribute Maintenance Document Help","A","KC"
"KC-M","Document","deadlineTypeMaintenanceHelp","AA3F29ECA79877DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/deadlinetype.htm","Deadline Type Maintenance Document Help","A","KC"
"KC-M","Document","degreeTypeMaintenanceHelp","AA3F29ECA79977DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/degreetype.htm","Degree Type Maintenance Document Help","A","KC"
"KC-B","Document","SUBCONTRACTOR_F_AND_A_LT_25K","AA3F29ECA72A77DAE040DC0A1F8A01CC","1","CONFG","420610","Subcontract F&A less than 25K","A","KC"
"KC-B","Document","awardBudgetEbRateClassCode","AA3F29ECA72B77DAE040DC0A1F8A01CC","1","CONFG","5","The EB rate class code to be used for award budget if the eb rates are overridden on commitements tab","A","KC"
"KC-B","Document","awardBudgetEbRateTypeCode","AA3F29ECA72C77DAE040DC0A1F8A01CC","1","CONFG","6","The EB rate type code to be used for award budget if the eb rates are overridden on commitements tab","A","KC"
"KC-B","Document","budgetActionsHelp","AA3F29ECA72D77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetactions.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetCategoryHelpUrl","AA3F29ECA72E77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetcategory.htm","Budget Category Help","A","KC"
"KC-B","Document","budgetCategoryType.personnel","AA3F29ECA72F77DAE040DC0A1F8A01CC","1","CONFG","P","Personnel Budget Category Type","A","KC"
"KC-B","Document","budgetCostShareHelpUrl","AA3F29ECA73077DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/costsharing.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetCostSharingApplicabilityFlag","AA3F29ECA73177DAE040DC0A1F8A01CC","1","CONFG","Y"," Flag indicating if Cost Sharing is applicable for the budget","A","KC"
"KC-B","Document","budgetCostSharingEnforcementFlag","AA3F29ECA73277DAE040DC0A1F8A01CC","1","CONFG","Y","Flag indicating if Cost Sharing allocation should be enforced","A","KC"
"KC-B","Document","budgetCurrentFiscalYear","AA3F29ECA73377DAE040DC0A1F8A01CC","1","CONFG","07/01/2000"," The starting fiscal year for a budget","A","KC"
"KC-B","Document","budgetDistributionAndIncomeHelp","AA3F29ECA73477DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/distributionincome.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetDocumentHelp","AA3F29ECA73577DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budget.htm","Budget Document Help","A","KC"
"KC-B","Document","budgetExpensesHelp","AA3F29ECA73677DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/expensestabactionbutton.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetLineItemHelpUrl","AA3F29ECA73777DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/lineitemdetailssections.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetModularBudgetHelp","AA3F29ECA73877DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/modularbudget.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetModularHelpUrl","AA3F29ECA73977DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/modularbudgetoverview.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetModularIdcHelpUrl","AA3F29ECA73A77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/fa.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetNonPersonnelHelp","AA3F29ECA73B77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/nonpersonnel1.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetParametersHelp","AA3F29ECA73C77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/parameters.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetPeriodHelpUrl","AA3F29ECA73D77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetperiodstotals.htm","Budget Period Help","A","KC"
"KC-B","Document","budgetPersonDefaultAppointmentType","AA3F29ECA73E77DAE040DC0A1F8A01CC","1","CONFG","6","The Appointment Type a new Budget Person should default to","A","KC"
"KC-B","Document","budgetPersonDefaultCalculationBase","AA3F29ECA73F77DAE040DC0A1F8A01CC","1","CONFG","0","The Calculation Base a new Budget Person should default to","A","KC"
"KC-B","Document","budgetPersonDefaultJobCode","AA3F29ECA74077DAE040DC0A1F8A01CC","1","CONFG","0","The Job Code a new Budget Person should default to","A","KC"
"KC-B","Document","budgetPersonDefaultPeriodType","AA3F29ECA74177DAE040DC0A1F8A01CC","1","CONFG","3","Default Period Type","A","KC"
"KC-B","Document","budgetPersonDetailsDefaultPeriodType","AA3F29ECA74277DAE040DC0A1F8A01CC","1","CONFG","3","The Period Type of a newly budgeted Person should default to","A","KC"
"KC-B","Document","budgetPersonHelpUrl","AA3F29ECA74377DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/projectpersonnel.htm","Budget Person Help","A","KC"
"KC-B","Document","budgetPersonnelDetailsHelpUrl","AA3F29ECA74477DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/personneldetail.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetPersonnelHelp","AA3F29ECA74577DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/personnel2.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetProjectIncomeHelpUrl","AA3F29ECA74677DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/projectincome.htm","Budget Project Income Help","A","KC"
"KC-B","Document","budgetRateClassHelpUrl","AA3F29ECA74777DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/rateclass1.htm","Rate Class Help","A","KC"
"KC-B","Document","budgetRatesHelp","AA3F29ECA74877DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/rates.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetStatusCompleteCode","AA3F29ECA74977DAE040DC0A1F8A01CC","1","CONFG","1","Code corresponding to the budget status of Complete","A","KC"
"KC-B","Document","budgetStatusHelpUrl","AA3F29ECA74A77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetstatus.htm","Budget Status Help","A","KC"
"KC-B","Document","budgetStatusIncompleteCode","AA3F29ECA74B77DAE040DC0A1F8A01CC","1","CONFG","2","Code corresponding to the budget status of Incomplete","A","KC"
"KC-B","Document","budgetSummaryHelp","AA3F29ECA74C77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/summary2.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetTotalsHelp","AA3F29ECA74D77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetperiodstotals.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetUnrecoveredFandAApplicabilityFlag","AA3F29ECA74E77DAE040DC0A1F8A01CC","1","CONFG","Y"," Flag indicating if Unrecovered F&A is applicable for the budget","A","KC"
"KC-B","Document","budgetUnrecoveredFandAEnforcementFlag","AA3F29ECA74F77DAE040DC0A1F8A01CC","1","CONFG","Y","Flag indicating if Unrecovered F and A allocation should be enforced","A","KC"
"KC-B","Document","budgetUnrecoveredFandAHelpUrl","AA3F29ECA75077DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/unrecoveredfa.htm","Budget Unrecovered F and A Help","A","KC"
"KC-B","Document","budgetVersionsHelp","AA3F29ECA75177DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/budgetversions2.htm","Budget Page Help","A","KC"
"KC-B","Document","budgetbudgetPersonnelDetailsHelpUrl","AA3F29ECA75277DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/personneldetail.htm","Budget Page Help","A","KC"
"KC-B","Document","consortiumFnaCostElements","AA3F29ECA75377DAE040DC0A1F8A01CC","1","CONFG","420630;420610","Cost elements considered to be consortium F and A","A","KC"
"KC-B","Document","defaultFnARateClassCode","AA3F29ECA75477DAE040DC0A1F8A01CC","1","CONFG","1","The OH rate class code to be used for award budget if the fna rates are overridden on commitements tab","A","KC"
"KC-B","Document","defaultModularFlag","AA3F29ECA75577DAE040DC0A1F8A01CC","1","CONFG","N","Default value of modular flag for a new Budget.","A","KC"
"KC-B","Document","defaultOverheadRateClassCode","AA3F29ECA75677DAE040DC0A1F8A01CC","1","CONFG","1","The overhead rate class a new Budget should default to","A","KC"
"KC-B","Document","defaultOverheadRateTypeCode","AA3F29ECA75777DAE040DC0A1F8A01CC","1","CONFG","1","The overhead rate type a new Budget should default to","A","KC"
"KC-B","Document","defaultUnderrecoveryRateClassCode","AA3F29ECA75877DAE040DC0A1F8A01CC","1","CONFG","1","The underrecovery rate class a new Budget should default to","A","KC"
"KC-M","Document","instituteLaRateMaintenanceHelp","AA3F29ECA79A77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/institutelarates.htm","Institute La Rate Maintenance Document Help","A","KC"
"KC-M","Document","instituteRateMaintenanceHelp","AA3F29ECA79B77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/instituterates.htm","Institute Rate Maintenance Document Help","A","KC"
"KC-M","Document","investigatorCreditTypeMaintenanceHelp","AA3F29ECA79C77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/investigatorcredittype.htm","Investigator Credit Type Maintenance Document Help","A","KC"
"KC-M","Document","mailByMaintenanceHelp","AA3F29ECA79D77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/mailby.htm","Mail By Maintenance Document Help","A","KC"
"KC-M","Document","narrativeStatusMaintenanceHelp","AA3F29ECA79E77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/narrativestatus.htm","Narrative Status Maintenance Document Help","A","KC"
"KC-M","Document","narrativeTypeMaintenanceHelp","AA3F29ECA79F77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/narrativetype.htm","Narrative Type Maintenance Document Help","A","KC"
"KC-M","Document","noticeOfOpportunityMaintenanceHelp","AA3F29ECA7A077DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/noticeofopportunity.htm","Notice of Opportunity Maintenance Document Help","A","KC"
"KC-M","Document","organizationMaintenanceHelp","AA3F29ECA7A177DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/organization.htm","Organization Maintenance Document Help","A","KC"
"KC-M","Document","personEditableFieldMaintenanceHelp","AA3F29ECA7A277DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/persontableeditablecolumns.htm","Person Editable Fields Maintenance Document Help","A","KC"
"KC-M","Document","personMaintenanceHelp","AA3F29ECA7A377DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/person.htm","Person Maintenance Document Help","A","KC"
"KC-M","Document","proposalTypeMaintenanceHelp","AA3F29ECA7A477DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/proposaltype.htm","Proposal Type Maintenance Document Help","A","KC"
"KC-M","Document","rateClassMaintenanceHelp","AA3F29ECA7A577DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/rateclass.htm","Rate Class Maintenance Document Help","A","KC"
"KC-M","Document","rateClassTypeMaintenanceHelp","AA3F29ECA7A677DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/rateclasstype.htm","Rate Class Type Maintenance Document Help","A","KC"
"KC-M","Document","rateTypeMaintenanceHelp","AA3F29ECA7A777DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/ratetype.htm","Rate Type Maintenance Document Help","A","KC"
"KC-M","Document","s2sRevisionTypeMaintenanceHelp","AA3F29ECA7A877DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/s2srevisiontype.htm","S2S Revision Type Maintenance Document Help","A","KC"
"KC-M","Document","s2sSubmissionTypeMaintenanceHelp","AA3F29ECA7A977DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/s2ssubmissiontype.htm","S2S Submission Type Maintenance Document Help","A","KC"
"KC-M","Document","scienceKeywordMaintenanceHelp","AA3F29ECA7AA77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/sciencekeyword.htm","Science Keyword Maintenance Document Help","A","KC"
"KC-M","Document","specialReviewApprovalStatusMaintenanceHelp","AA3F29ECA7AB77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/specialreviewapprovalstatus.htm","Special Review Approval Status Maintenance Document Help","A","KC"
"KC-M","Document","specialReviewApprovalTypeMaintenanceHelp","AA3F29ECA7AC77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/specialreviewapprovaltype.htm","Special Review Approval Type Maintenance Document Help","A","KC"
"KC-M","Document","sponsorHierarchyCreateNewHelp","AA3F29ECA7AD77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/sponsorhierarchy.htm","Sponsor Hierarchy Help","A","KC"
"KC-M","Document","sponsorHierarchyHelp","AA3F29ECA7AE77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/sponsorhierarchy.htm","Sponsor Hierarchy Help","A","KC"
"KC-M","Document","sponsorMaintenanceHelp","AA3F29ECA7AF77DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/sponsor1.htm","Sponsor Maintenance Document Help","A","KC"
"KC-M","Document","stateMaintenanceHelp","AA3F29ECA7B077DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/state1.htm","State Maintenance Document Help","A","KC"
"KC-M","Document","validCalcTypeMaintenanceHelp","AA3F29ECA7B177DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/validcalculationtype.htm","Valid Calculation Type Maintenance Document Help","A","KC"
"KC-M","Document","validCeRateTypeMaintenanceHelp","AA3F29ECA7B277DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/validcostelementratetype.htm","Valid Cost Element Rate Type Maintenance Document Help","A","KC"
"KC-M","Document","validSpecialReviewApprovalMaintenanceHelp","AA3F29ECA7B377DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/validspecialreviewapproval.htm","Valid Special Review Approval Maintenance Document Help","A","KC"
"KC-M","Document","ynqMaintenanceHelp","AA3F29ECA7B477DAE040DC0A1F8A01CC","1","HELP","default.htm?turl=Documents/yesnoquestions.htm","YNQ Maintenance Document Help","A","KC"
"KC-PD","All","numberPerSponsorHierarchyGroup","AA3F29ECA7B577DAE040DC0A1F8A01CC","1","CONFG","300","Number of nodes per sponsor group","A","KC"
"KC-PD","Document","ACTIVITY_TYPE_CODE_CLINICAL_TRIAL","AA3F29ECA7B677DAE040DC0A1F8A01CC","1","CONFG","4","Code corresponding to Activity Type: Clinical Trial.","A","KC"
"KC-PD","Document","ACTIVITY_TYPE_CODE_CONSTRUCTION","AA3F29ECA7B777DAE040DC0A1F8A01CC","1","CONFG","9","Code corresponding to Activity Type: Construction.","A","KC"
"KC-PD","Document","ACTIVITY_TYPE_CODE_FELLOWSHIP_POST_DOCTORAL","AA3F29ECA7B877DAE040DC0A1F8A01CC","1","CONFG","7","Code corresponding to Activity Type: Fellowship - Post-Doctoral.","A","KC"
"KC-PD","Document","ACTIVITY_TYPE_CODE_FELLOWSHIP_PRE_DOCTORAL","AA3F29ECA7B977DAE040DC0A1F8A01CC","1","CONFG","6","Code corresponding to Activity Type: Fellowship - Pre-Doctoral.","A","KC"
"KC-PD","Document","ACTIVITY_TYPE_CODE_INSTRUCTION","AA3F29ECA7BA77DAE040DC0A1F8A01CC","1","CONFG","2","Code corresponding to Activity Type: Instruction.","A","KC"
"KC-PD","Document","ACTIVITY_TYPE_CODE_OTHER","AA3F29ECA7BB77DAE040DC0A1F8A01CC","1","CONFG","5","Code corresponding to Activity Type: Other.","A","KC"
"KC-PD","Document","ACTIVITY_TYPE_CODE_PUBLIC_SERVICE","AA3F29ECA7BC77DAE040DC0A1F8A01CC","1","CONFG","3","Code corresponding to Activity Type: Public Service.","A","KC"
"KC-PD","Document","ACTIVITY_TYPE_CODE_RESEARCH","AA3F29ECA7BD77DAE040DC0A1F8A01CC","1","CONFG","1","Code corresponding to Activity Type: Research.","A","KC"
"KC-PD","Document","ACTIVITY_TYPE_CODE_STUDENT_SERVICES","AA3F29ECA7BE77DAE040DC0A1F8A01CC","1","CONFG","8","Code corresponding to Activity Type: Student Services.","A","KC"
"KC-PD","Document","DEFAULT_BIOGRAPHY_DOCUMENT_TYPE_CODE","AA3F29ECA7BF77DAE040DC0A1F8A01CC","1","CONFG","1","Value of the default biography document type code. This is the document type code that will be used when adding new users to a Proposal Development Document and they have an attached Biosketch file.","A","KC"
"KC-PD","Document","DHHS_AGREEMENT","AA3F29ECA7C077DAE040DC0A1F8A01CC","1","CONFG","0","Value for DHHS Agreement","A","KC"
"KC-PD","Document","FEDERAL_ID_COMES_FROM_CURRENT_AWARD","AA3F29ECA7C177DAE040DC0A1F8A01CC","1","CONFG","N","Determines whether the Grants.Gov Federal ID must be populated from the current award.","A","KC"
"KC-PD","Document","GENERIC_SPONSOR_CODE","AA3F29ECA7C277DAE040DC0A1F8A01CC","1","CONFG","009800","Generic sponsor code used for printing sponsor form","A","KC"
"KC-PD","Document","INVALID_FILE_NAME_CHECK","AA3F2ECC2862ADD5E040DC0A1F8A01F1","1","CONFG","1","Set this to 1 if an error should be thrown when invalid characters are found in the file names of attachments or to 2 if a warning should be thrown instead.","A","KC"
"KC-PD","Document","MULTI_CAMPUS_ENABLED","AA3F29ECA7C377DAE040DC0A1F8A01CC","1","CONFG","0","Flag for enabling/disabling Multicampus","A","KC"
"KC-PD","Document","PI_CITIZENSHIP_FROM_CUSTOM_DATA","AA3F29ECA7C477DAE040DC0A1F8A01CC","1","CONFG","1","It defines where the citizenship info should fetch from","A","KC"
"KC-PD","Document","PROPOSAL_CONTACT_TYPE","AA3F29ECA7C577DAE040DC0A1F8A01CC","1","CONFG","6","Value for Proposal Contact Type","A","KC"
"KC-PD","Document","PROPOSAL_TYPE_CODE_CONTINUATION","AA3F29ECA7C677DAE040DC0A1F8A01CC","1","CONFG","4","Code corresponding to Proposal Type: Continuation.","A","KC"
"KC-PD","Document","PROPOSAL_TYPE_CODE_NEW","AA3F29ECA7C777DAE040DC0A1F8A01CC","1","CONFG","1","Code corresponding to Proposal Type: New.","A","KC"
"KC-PD","Document","PROPOSAL_TYPE_CODE_RENEWAL","AA3F29ECA7C877DAE040DC0A1F8A01CC","1","CONFG","3","Code corresponding to Proposal Type: Renewal.","A","KC"
"KC-PD","Document","PROPOSAL_TYPE_CODE_RESUBMISSION","AA3F29ECA7C977DAE040DC0A1F8A01CC","1","CONFG","2","Code corresponding to Proposal Type: Resubmission.","A","KC"
"KC-PD","Document","PROPOSAL_TYPE_CODE_REVISION","AA3F29ECA7CA77DAE040DC0A1F8A01CC","1","CONFG","5","Code corresponding to Proposal Type: Revision.","A","KC"
"KC-PD","Document","PROPOSAL_TYPE_CODE_TASK_ORDER","AA3F29ECA7CB77DAE040DC0A1F8A01CC","1","CONFG","6","Code corresponding to Proposal Type: Task Order.","A","KC"
"KC-PD","Document","S2S_SUBMISSION_TYPE_CODE_APPLICATION","AA3F29ECA7CC77DAE040DC0A1F8A01CC","1","CONFG","2","Code corresponding to S2S Submission Type: Application.","A","KC"
"KC-PD","Document","S2S_SUBMISSION_TYPE_CODE_CHANGE_CORRECTED_APPLICATION","AA3F29ECA7CD77DAE040DC0A1F8A01CC","1","CONFG","3","Code corresponding to S2S Submission Type: Change/Corrected Application.","A","KC"
"KC-PD","Document","S2S_SUBMISSION_TYPE_CODE_PREAPPLICATION","AA3F29ECA7CE77DAE040DC0A1F8A01CC","1","CONFG","1","Code corresponding to S2S Submission Type: Pre-Application.","A","KC"
"KC-PD","Document","SCHEDULER_SERVICE_ENABLED","AA3F29ECA7CF77DAE040DC0A1F8A01CC","1","CONFG","0","Value for enabling s2s polling service","A","KC"
"KC-PD","Document","SCHOOL_ACRONYM","AA3F29ECA7D077DAE040DC0A1F8A01CC","1","CONFG","KC","School acronym","A","KC"
"KC-PD","Document","SCHOOL_NAME","AA3F29ECA7D177DAE040DC0A1F8A01CC","1","CONFG","Kuali Coeus","School Name","A","KC"
"KC-PD","Document","STIPEND_COST_ELEMENTS","AA3F2F38360EEFB5E040DC0A1F8A01FB","1","CONFG","400315","STIPEND_COST_ELEMENTS used in Phs fellowship Supplemental s2s form","A","KC"
"KC-PD","Document","SUBCONTRACT_COST_ELEMENTS","AA3F2E2DAD5FD111E040DC0A1F8A01E3","1","CONFG","420620,420600","SUBCONTRACT_COST_ELEMENTS used in Phs training budget s2s form","A","KC"
"KC-PD","Document","TRAINEE_TRAVEL_COST_ELEMENTS","AA3F2E2DAD61D111E040DC0A1F8A01E3","1","CONFG","420060","TRAINEE_TRAVEL_COST_ELEMENTS used in Phs training budget s2s form","A","KC"
"KC-PD","Document","TRAINING_REL_COST_ELEMENTS","AA3F2E2DAD60D111E040DC0A1F8A01E3","1","CONFG","420144","TRAINING_REL_COST_ELEMENTS used in Phs training budget s2s form","A","KC"
"KC-PD","Document","TUITION_COST_ELEMENTS","AA3F2F38360FEFB5E040DC0A1F8A01FB","1","CONFG","422311","TUITION_COST_ELEMENTS used in Phs fellowship Supplemental s2s form","A","KC"
"KC-PD","Document","TUITION_OTHER_COST_ELEMENTS","AA3F2E2DAD59D111E040DC0A1F8A01E3","1","CONFG","TUIOTHER","TUITION_OTHER_COST_ELEMENT used in Phs training budget s2s form","A","KC"
"KC-PD","Document","TUITION_POSTDOC_DEG_COST_ELEMENTS","AA3F2E2DAD5DD111E040DC0A1F8A01E3","1","CONFG","TUIPDYDS","TUITION_POSTDOC_DEG_COST_ELEMENTS used in Phs training budget s2s form","A","KC"
"KC-PD","Document","TUITION_POSTDOC_NONDEG_COST_ELEMENTS","AA3F2E2DAD5ED111E040DC0A1F8A01E3","1","CONFG","TUIPDNDS","TUITION_POSTDOC_NONDEG_COST_ELEMENTS used in Phs training budget s2s form","A","KC"
"KC-PD","Document","TUITION_PREDOC_DUAL_DEG_COST_ELEMENTS","AA3F2E2DAD5BD111E040DC0A1F8A01E3","1","CONFG","TUIPREDD","TUITION_PREDOC_DUAL_DEG_COST_ELEMENTS used in Phs training budget s2s form","A","KC"
"KC-PD","Document","TUITION_PREDOC_SINGLE_DEG_COST_ELEMENTS","AA3F2E2DAD5AD111E040DC0A1F8A01E3","1","CONFG","TUIPRESD","TUITION_PREDOC_SINGLE_DEG_COST_ELEMENTS used in Phs training budget s2s form","A","KC"
