"ATTR_DATA_ID","PERM_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL","OBJ_ID","VER_NBR"
"KCoeus1277","KCoeus1154","KCoeus74","13","ProtocolDocument","EAAE523DB843A6E9E040DC0A1F8A0F5D",1
"KCoeus1278","KCoeus1154","KCoeus74","KCoeus50","modify_irb_correspondence","EAAE523DB844A6E9E040DC0A1F8A0F5D",1
"KCoeus1279","KCoeus1155","KCoeus74","13","IacucProtocolDocument","EAAE523DB847A6E9E040DC0A1F8A0F5D",1
"KCoeus1280","KCoeus1155","KCoeus74","KCoeus50","modify_iacuc_correspondence","EAAE523DB848A6E9E040DC0A1F8A0F5D",1
"KCoeus1281","KCoeus1156","KCoeus74","13","ProtocolDocument","EAAE523DB84BA6E9E040DC0A1F8A0F5D",1
"KCoeus1282","KCoeus1156","KCoeus74","KCoeus50","create_irb_correspondence","EAAE523DB84CA6E9E040DC0A1F8A0F5D",1
"KCoeus1283","KCoeus1157","KCoeus74","13","IacucProtocolDocument","EAAE523DB84FA6E9E040DC0A1F8A0F5D",1
"KCoeus1284","KCoeus1157","KCoeus74","KCoeus50","create_iacuc_correspondence","EAAE523DB850A6E9E040DC0A1F8A0F5D",1
"KCoeus1285","KCoeus1158","3","13","IacucPersonTrainingMaintenanceDocument","EAAE523DB853A6E9E040DC0A1F8A0F5D",1
"KCoeus946","KCoeus842","3","13","ProposalDevelopmentDocument","B6A90093AC3C8D60E040DC0A1F8A1D16",1
"KCoeus947","KCoeus843","3","13","ProtocolDocument","B6A90093AC3E8D60E040DC0A1F8A1D16",1
"KCoeus948","KCoeus844","3","13","CommitteeDocument","B6A90093AC408D60E040DC0A1F8A1D16",1
"KCoeus949","KCoeus845","3","13","AwardDocument","B6A90093AC428D60E040DC0A1F8A1D16",1
"KCoeus950","KCoeus846","3","13","ProposalDevelopmentDocument","B6A90093AC448D60E040DC0A1F8A1D16",1
"KCoeus951","KCoeus847","3","13","ProtocolDocument","B6A90093AC468D60E040DC0A1F8A1D16",1
"KCoeus952","KCoeus848","KCoeus73","13","ProposalDevelopmentDocument","B6A90093AC488D60E040DC0A1F8A1D16",1
"KCoeus953","KCoeus848","KCoeus73","KCoeus49","proposal","B6A90093AC498D60E040DC0A1F8A1D16",1
"KCoeus954","KCoeus849","KCoeus73","KCoeus49","budget","B6A90093AC4B8D60E040DC0A1F8A1D16",1
"KCoeus955","KCoeus849","KCoeus73","13","ProposalDevelopmentDocument","B6A90093AC4C8D60E040DC0A1F8A1D16",1
"KCoeus956","KCoeus850","KCoeus73","13","ProposalDevelopmentDocument","B6A90093AC4E8D60E040DC0A1F8A1D16",1
"KCoeus957","KCoeus850","KCoeus73","KCoeus49","narrative","B6A90093AC4F8D60E040DC0A1F8A1D16",1
"KCoeus958","KCoeus851","KCoeus73","13","ProposalDevelopmentDocument","B6A90093AC518D60E040DC0A1F8A1D16",1
"KCoeus959","KCoeus851","KCoeus73","KCoeus49","proposal_permissions","B6A90093AC528D60E040DC0A1F8A1D16",1
"KCoeus960","KCoeus852","KCoeus73","KCoeus49","protocol","B6A90093AC548D60E040DC0A1F8A1D16",1
"KCoeus961","KCoeus852","KCoeus73","13","ProtocolDocument","B6A90093AC558D60E040DC0A1F8A1D16",1
"KCoeus962","KCoeus853","KCoeus73","KCoeus49","protocol_permissions","B6A90093AC578D60E040DC0A1F8A1D16",1
"KCoeus963","KCoeus853","KCoeus73","13","ProtocolDocument","B6A90093AC588D60E040DC0A1F8A1D16",1
"KCoeus964","KCoeus854","KCoeus73","KCoeus49","committee","B6A90093AC5A8D60E040DC0A1F8A1D16",1
"KCoeus965","KCoeus854","KCoeus73","13","CommitteeDocument","B6A90093AC5B8D60E040DC0A1F8A1D16",1
"KCoeus966","KCoeus855","KCoeus73","13","CommitteeDocument","B6A90093AC5D8D60E040DC0A1F8A1D16",1
"KCoeus967","KCoeus855","KCoeus73","KCoeus49","schedule","B6A90093AC5E8D60E040DC0A1F8A1D16",1
"KCoeus968","KCoeus856","KCoeus73","13","CommitteeDocument","B6A90093AC608D60E040DC0A1F8A1D16",1
"KCoeus969","KCoeus856","KCoeus73","KCoeus49","members","B6A90093AC618D60E040DC0A1F8A1D16",1
"KCoeus970","KCoeus857","KCoeus73","KCoeus49","minutes","B6A90093AC638D60E040DC0A1F8A1D16",1
"KCoeus971","KCoeus857","KCoeus73","13","MeetingManagementDocument","B6A90093AC648D60E040DC0A1F8A1D16",1
"KCoeus972","KCoeus858","KCoeus73","KCoeus49","award","B6A90093AC668D60E040DC0A1F8A1D16",1
"KCoeus973","KCoeus858","KCoeus73","13","AwardDocument","B6A90093AC678D60E040DC0A1F8A1D16",1
"KCoeus974","KCoeus859","KCoeus73","13","AwardDocument","B6A90093AC698D60E040DC0A1F8A1D16",1
"KCoeus975","KCoeus859","KCoeus73","KCoeus49","attachments","B6A90093AC6A8D60E040DC0A1F8A1D16",1
"KCoeus976","KCoeus860","KCoeus73","13","ProposalDevelopmentDocument","B6A90093AC6C8D60E040DC0A1F8A1D16",1
"KCoeus977","KCoeus860","KCoeus73","KCoeus49","proposal","B6A90093AC6D8D60E040DC0A1F8A1D16",1
"KCoeus978","KCoeus861","KCoeus73","KCoeus49","budget","B6A90093AC6F8D60E040DC0A1F8A1D16",1
"KCoeus979","KCoeus861","KCoeus73","13","ProposalDevelopmentDocument","B6A90093AC708D60E040DC0A1F8A1D16",1
"KCoeus980","KCoeus862","KCoeus73","KCoeus49","narrative","B6A90093AC728D60E040DC0A1F8A1D16",1
"KCoeus981","KCoeus862","KCoeus73","13","ProposalDevelopmentDocument","B6A90093AC738D60E040DC0A1F8A1D16",1
"KCoeus982","KCoeus863","KCoeus73","13","ProtocolDocument","B6A90093AC758D60E040DC0A1F8A1D16",1
"KCoeus983","KCoeus863","KCoeus73","KCoeus49","protocol","B6A90093AC768D60E040DC0A1F8A1D16",1
"KCoeus984","KCoeus864","KCoeus73","KCoeus49","minutes","B6A90093AC788D60E040DC0A1F8A1D16",1
"KCoeus985","KCoeus864","KCoeus73","13","MeetingManagementDocument","B6A90093AC798D60E040DC0A1F8A1D16",1
"KCoeus986","KCoeus865","KCoeus73","KCoeus49","committee","B6A90093AC7B8D60E040DC0A1F8A1D16",1
"KCoeus987","KCoeus865","KCoeus73","13","CommitteeDocument","B6A90093AC7C8D60E040DC0A1F8A1D16",1
"KCoeus988","KCoeus866","KCoeus73","13","CommitteeDocument","B6A90093AC7E8D60E040DC0A1F8A1D16",1
"KCoeus989","KCoeus866","KCoeus73","KCoeus49","schedule","B6A90093AC7F8D60E040DC0A1F8A1D16",1
"KCoeus990","KCoeus867","KCoeus73","13","MeetingManagementDocument","B6A90093AC818D60E040DC0A1F8A1D16",1
"KCoeus991","KCoeus867","KCoeus73","KCoeus49","agenda","B6A90093AC828D60E040DC0A1F8A1D16",1
"KCoeus992","KCoeus868","KCoeus73","KCoeus49","award","B6A90093AC848D60E040DC0A1F8A1D16",1
"KCoeus993","KCoeus868","KCoeus73","13","AwardDocument","B6A90093AC858D60E040DC0A1F8A1D16",1
"KCoeus994","KCoeus869","KCoeus73","KCoeus49","attachments","B6A90093AC878D60E040DC0A1F8A1D16",1
"KCoeus995","KCoeus869","KCoeus73","13","AwardDocument","B6A90093AC888D60E040DC0A1F8A1D16",1
"KCoeus996","KCoeus870","KCoeus74","13","ProposalDevelopmentDocument","B6A90093AC8A8D60E040DC0A1F8A1D16",1
"KCoeus997","KCoeus870","KCoeus74","KCoeus50","alter_master_data","B6A90093AC8B8D60E040DC0A1F8A1D16",1
"KCoeus998","KCoeus871","KCoeus74","13","ProposalDevelopmentDocument","B6A90093AC8D8D60E040DC0A1F8A1D16",1
"KCoeus999","KCoeus871","KCoeus74","KCoeus50","print","B6A90093AC8E8D60E040DC0A1F8A1D16",1
"KCoeusKC1250","KCoeusKC1117","8","13","ProposalDevelopmentDocument","EAAE523DB75FA6E9E040DC0A1F8A0F5D",1
"KCoeusKC1251","KCoeusKC1118","8","13","ProtocolDocument","EAAE523DB765A6E9E040DC0A1F8A0F5D",1
